"eventtime","A","B","C","D","E","F","G","H","I","J","K","L"
0.109769484083425,2200,2200,2200,2065.12669565284,2200,2200,2200,2200,2334.87330434716,2200,2200,2200
0.21953896816685,2200,2200,2099.14092651884,2065.12669565284,2200,2200,2200,2200,2412.5966102581,2200,2200,2200
0.329308452250274,2200,2269.65141597672,2099.14092651884,2065.12669565284,2200,2200,2200,2200,2374.97101149901,2200,2200,2200
0.439077936333699,2200,2269.65141597672,2099.14092651884,2201.5351806646,2200,2200,2200,2200,2374.97101149901,2200,2200,2015.47665186196
0.548847420417124,2200,2269.65141597672,2099.14092651884,2288.80456108246,2200,2200,2059.49112243121,2200,2374.97101149901,2200,2200,2015.47665186196
0.658616904500549,2200,2269.65141597672,2031.63620873805,2336.71894889729,2200,2200,2059.49112243121,2200,2374.97101149901,2200,2200,2015.47665186196
0.768386388583974,2200,2269.65141597672,2031.63620873805,2364.27727828446,2200,2200,2059.49112243121,2200,2374.97101149901,2200,2200,1971.60676371772
0.878155872667398,2200,2269.65141597672,2031.63620873805,2365.94747458912,2200,2200,2059.49112243121,2200,2372.6863853071,2200,2200,1971.60676371772
0.987925356750823,2200,2269.65141597672,2031.63620873805,2365.94747458912,2200,2200,2059.49112243121,2200,2392.2770044452,2200,2200,1944.1576159926
1.09769484083425,2200,2269.65141597672,2031.63620873805,2365.94747458912,2334.87330434716,2200,2059.49112243121,2065.12669565284,2392.2770044452,2200,2200,1944.1576159926
1.20746432491767,2200,2269.65141597672,2104.80799378605,2365.94747458912,2334.87330434716,2200,2059.49112243121,2065.12669565284,2392.2770044452,2200,2200,1874.73510895878
1.3172338090011,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2200,2059.49112243121,2065.12669565284,2392.2770044452,2200,2107.62881801585,1874.73510895878
1.42700329308452,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2200,2059.49112243121,2065.12669565284,2392.2770044452,2200,2164.14984823322,1836.93512312351
1.53677277716795,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2114.21433008081,2059.49112243121,2065.12669565284,2428.67781326368,2200,2164.14984823322,1836.93512312351
1.64654226125137,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2114.21433008081,2059.49112243121,2065.12669565284,2455.43646608749,2200,2122.48197472212,1836.93512312351
1.7563117453348,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2075.21146044076,2059.49112243121,2065.12669565284,2474.27770725033,2200,2122.48197472212,1836.93512312351
1.86608122941822,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2075.21146044076,2059.49112243121,2065.12669565284,2490.69400338266,2200,2097.1009396928,1836.93512312351
1.97585071350165,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2075.21146044076,2059.49112243121,2065.12669565284,2494.66261436373,2200,2097.1009396928,1831.66193599593
2.08562019758507,2200,2269.65141597672,2104.80799378605,2400.11121275538,2334.87330434716,2075.21146044076,2059.49112243121,2065.12669565284,2498.36527400054,2200,2097.1009396928,1826.77154568862
2.1953896816685,2200,2343.35036045261,2056.82379627926,2400.11121275538,2334.87330434716,2075.21146044076,2059.49112243121,2065.12669565284,2498.36527400054,2200,2097.1009396928,1826.77154568862
2.30515916575192,2200,2480.90967707254,2056.82379627926,2400.11121275538,2334.87330434716,2075.21146044076,2059.49112243121,2065.12669565284,2437.02520160844,2200,2097.1009396928,1826.77154568862
2.41492864983535,2200,2543.65794115979,2056.82379627926,2357.59545434585,2334.87330434716,2075.21146044076,2059.49112243121,2065.12669565284,2437.02520160844,2200,2097.1009396928,1826.77154568862
